Time,torget_pm10_nilu,torget_pm10_iot,torget_opctemp_iot,torget_opchum_iot
2021-09-04 11:00:00,3.7,2.46369326114655,19,41.9523809523809
2021-09-04 12:00:00,4.4,2.45834177732468,19.4761904761905,40.2857142857143
2021-09-04 13:00:00,4.3,2.13688968476795,20.1904761904762,38.1904761904762
2021-09-04 14:00:00,4.4,2.08621788308734,21,37.8571428571429
2021-09-04 15:00:00,7.4,2.22565910220146,21.3,37.55
2021-09-04 16:00:00,7.5,2.69444715976715,21.9047619047619,35.9047619047619
2021-09-04 17:00:00,6.9,3.03097565968831,21,37.047619047619
2021-09-04 18:00:00,10.1,2.33812693187169,21.2857142857143,38.2380952380952
2021-09-04 19:00:00,9.8,2.80135522484779,19.95,39.9
2021-09-04 20:00:00,6.4,4.48121179569335,18.6190476190476,42.6666666666667
2021-09-04 21:00:00,7.9,3.99106734707242,16.9047619047619,46.8095238095238
2021-09-04 22:00:00,14.9,3.64027570542835,16,48.7619047619048
2021-09-04 23:00:00,13.2,3.36518447399139,15,50.05
2021-09-05 00:00:00,10.3,3.14875908692678,15.4285714285714,50.6666666666667
2021-09-05 01:00:00,8.2,2.81814327126458,15.952380952381,51
2021-09-05 02:00:00,7,2.60043600627354,15.2380952380952,51
2021-09-05 03:00:00,6.1,2.28285579681396,16,50.2
2021-09-05 04:00:00,5.8,2.1960013735862,16,49.1904761904762
2021-09-05 05:00:00,5.3,1.61727065699441,16.4761904761905,47.8095238095238
2021-09-05 06:00:00,4.9,1.54931566544942,16.5714285714286,47
2021-09-05 07:00:00,3.5,1.76341485977173,17.6,45.35
2021-09-05 08:00:00,3.2,1.3932563662529,18.7142857142857,43.1428571428572
2021-09-05 09:00:00,3.2,1.25195379484267,20.4761904761905,40.1904761904762
2021-09-05 10:00:00,3.2,1.46123573325929,21.2380952380952,38.9523809523809
2021-09-05 11:00:00,4,1.58774355763481,22.9047619047619,36.5238095238095
2021-09-05 12:00:00,6.2,1.86198066529774,23.5238095238095,36.0476190476191
2021-09-05 13:00:00,5.8,1.66560640931129,23.35,36.2
2021-09-05 14:00:00,6.2,2.07309180214292,24,35.0952380952381
2021-09-05 15:00:00,6,1.78311056182498,24.5238095238095,34.8095238095238
2021-09-05 16:00:00,6.4,1.87491577012198,25,33.2857142857143
2021-09-05 17:00:00,6.8,1.57828911244869,24.35,32.35
2021-09-05 18:00:00,7.7,1.71282078254791,23.2380952380952,34.9047619047619
2021-09-05 19:00:00,7.6,2.00765845889137,21.5238095238095,42.0476190476191
2021-09-05 20:00:00,5.5,2.75548982052576,20,45.0476190476191
2021-09-05 21:00:00,5.4,3.98330145478249,18.6,46.6
2021-09-05 22:00:00,7.1,6.49681392170134,17.4761904761905,49.4761904761905
2021-09-05 23:00:00,11.4,4.28433007285708,17.6190476190476,49.9047619047619
2021-09-06 00:00:00,13.2,2.81232104414985,18.8095238095238,47.6666666666667
2021-09-06 01:00:00,10.3,3.28161828517914,19,47.7
2021-09-06 02:00:00,7.8,3.00106498173305,19,48
2021-09-06 03:00:00,7.4,3.38766393207368,18.1428571428571,49.5714285714286
2021-09-06 04:00:00,8,3.00786326045082,18.3809523809524,49.8095238095238
2021-09-06 05:00:00,7.3,3.04364201568422,18,49.6666666666667
2021-09-06 06:00:00,6.5,3.29719213644664,18,49
2021-09-06 07:00:00,6.5,3.68509350419045,18.8,48.4
2021-09-06 08:00:00,6.9,5.28302781922477,19.3809523809524,46.6666666666667
2021-09-06 09:00:00,8.2,4.62170874504816,20.9047619047619,42.7142857142857
2021-09-06 10:00:00,9.7,5.40816708973476,21.6190476190476,42.1904761904762
2021-09-06 11:00:00,10.3,3.34857023954391,21.55,43.7
2021-09-06 12:00:00,10.6,4.31103332837423,22,44.0952380952381
2021-09-06 13:00:00,9.7,5.03264082045782,22.6666666666667,43.2380952380952
2021-09-06 14:00:00,12.1,3.42454283010392,22.5714285714286,41.9523809523809
2021-09-06 15:00:00,14,3.62041692733765,22,43
2021-09-06 16:00:00,10.9,3.4295813696725,21.5714285714286,42.8095238095238
2021-09-06 17:00:00,9.8,3.89618768010821,21.5714285714286,44.4761904761905
2021-09-06 18:00:00,12.3,4.4892643292745,22,44.2380952380952
2021-09-06 19:00:00,12.9,3.91861523985863,21.5,45.8
2021-09-06 20:00:00,13.6,3.60626975695292,21,47.6666666666667
2021-09-06 21:00:00,10.3,3.31381964115869,21,48
2021-09-06 22:00:00,8.3,3.98101190158299,21,48
2021-09-06 23:00:00,7.8,3.37233127951622,21,47.75
2021-09-07 00:00:00,9.5,3.72395761240096,21,49.0952380952381
2021-09-07 01:00:00,9.7,3.39298180171422,20.9047619047619,49.0952380952381
2021-09-07 02:00:00,8.7,3.2533149662472,20.0952380952381,50.9047619047619
2021-09-07 03:00:00,7.9,3.79590926170349,20,52.45
2021-09-07 04:00:00,7.3,4.22307569640023,20,53.0952380952381
2021-09-07 05:00:00,7.9,4.38114809989929,20,54.2380952380952
2021-09-07 06:00:00,7.7,3.70950041498457,20.3333333333333,55
2021-09-07 07:00:00,6.5,3.9581311583519,21,54.85
2021-09-07 08:00:00,5.6,9.33948293186369,20.6666666666667,55.6190476190476
2021-09-07 09:00:00,5.3,2.9834872626123,21.5238095238095,56.6666666666667
2021-09-07 10:00:00,6.5,3.20327929939542,22,56.6666666666667
2021-09-07 11:00:00,3.1,2.69300466492063,22.047619047619,57
2021-09-07 12:00:00,2.6,1.77726384401321,23.2,56.2
2021-09-07 13:00:00,3.4,1.66590247835432,24.4285714285714,54.8095238095238
2021-09-07 14:00:00,3,1.58554146403358,24.8571428571429,54.6666666666667
